Clone,HWAMM,HWAMS,CWAMM,CWAMS,LAIXM,LAIXS,Year,Location,MeanROOT
TMS14F1159P0003,NA,1.89,NA,3.462,NA,1,2017,MOKWA,9878
TMS14F1194P0002,NA,0.214,NA,4.513,NA,0.8,2017,MOKWA,11299
TMS14F1195P0004,NA,1.874,NA,4.025,NA,0.9,2017,MOKWA,10657
TMS14F1195P0005,NA,2.449,NA,5.324,NA,0.8,2017,MOKWA,10320
TMS14F1196P0003,NA,1.503,NA,4.94,NA,0.7,2017,MOKWA,10276
TMS14F1208P0007,NA,0.002,NA,3.539,NA,0.7,2017,MOKWA,9351
TMS14F1223P0007,NA,2.693,NA,3.983,NA,0.7,2017,MOKWA,10218
TMS14F1224P0004,NA,0.001,NA,1.373,NA,0.2,2017,MOKWA,10673
TMS14F1262P0002,NA,0.002,NA,4.731,NA,1,2017,MOKWA,9524
TMS14F1278P0003,NA,0.516,NA,4.864,NA,0.8,2017,MOKWA,10285
TMS14F1285P0017,NA,2.196,NA,3.448,NA,1,2017,MOKWA,11933
TMS14F1287P0008,NA,2.918,NA,3.475,NA,1.1,2017,MOKWA,11164
TMS14F1291P0003,NA,0.657,NA,4.065,NA,0.7,2017,MOKWA,10966
TMS14F1291P0011,NA,2.625,NA,3.386,NA,0.9,2017,MOKWA,10601
TMS14F1291P0012,NA,4.474,NA,9.275,NA,1.5,2017,MOKWA,11512
TMS14F1292P0012,NA,2.601,NA,3.286,NA,0.7,2017,MOKWA,10410
TMS14F1295P0012,NA,0.283,NA,4.631,NA,0.7,2017,MOKWA,9592
TMS14F1297P0019,NA,3.912,NA,5.01,NA,1.3,2017,MOKWA,10416
TMS14F1299P0007,NA,0.197,NA,4.277,NA,0.7,2017,MOKWA,10588
TMS14F1300P0002,NA,0.721,NA,5.678,NA,0.9,2017,MOKWA,10443
TMS14F1300P0008,NA,1.18,NA,4.335,NA,0.8,2017,MOKWA,10286
TMS14F1301P0004,NA,3.551,NA,3.276,NA,0.7,2017,MOKWA,9902
TMS14F1301P0013,NA,3.64,NA,3.817,NA,0.9,2017,MOKWA,9575
TMS14F1303P0012,NA,2.021,NA,3.503,NA,1,2017,MOKWA,9861
TMS14F1306P0008,NA,3.302,NA,3.89,NA,0.8,2017,MOKWA,10244
TMS14F1306P0015,NA,2.546,NA,3.701,NA,1,2017,MOKWA,10078
TMS14F1306P0020,NA,1.01,NA,4.236,NA,0.9,2017,MOKWA,10451
TMS14F1310P0004,NA,0.024,NA,4.925,NA,0.9,2017,MOKWA,9273
TMS14F1310P0015,NA,2.284,NA,4.419,NA,0.8,2017,MOKWA,9280
TMS14F1311P0002,NA,1.37,NA,4.465,NA,0.7,2017,MOKWA,8860
TMS14F1312P0003,NA,1.37,NA,4.465,NA,0.7,2017,MOKWA,5401
IITA-TMS-IBA000070,10.789,4.294,12.24,4.417,5,0.7,2018,MOKWA,12227
IITA-TMS-IBA30572,6.129,3.12,9.885,8.999,3,1.6,2018,MOKWA,9141
IITA-TMS-IBA980581,4.499,7.026,11.12,5.656,4,1.2,2018,MOKWA,10073
IITA-TMS-IBA982101,4.113,5.105,6.667,6.326,3,1.1,2018,MOKWA,9484
TMEB419,8.618,9.472,8.212,4.235,3,1.5,2018,MOKWA,10314
TMS13F1021P0008,2.441,6.583,9.375,4.117,4,0.9,2018,MOKWA,11206
TMS13F1049P0001,8.594,6.039,8.403,3.136,1,1,2018,MOKWA,10322
TMS13F1114P0001,3.754,8.895,5.868,4.41,4,1.5,2018,MOKWA,10138
TMS13F1126P0003,6.064,4.02,5.139,4.136,3,0.8,2018,MOKWA,9611
TMS13F1182P0002,4.785,5.516,9.097,4.818,5,1.2,2018,MOKWA,11409
TMS13F1304P0003,9.967,6.355,8.889,3.69,2,0.9,2018,MOKWA,13306
TMS13F1315P0008,3.847,5.281,7.604,4.836,2,1,2018,MOKWA,9908
TMS13F1376P0018,14.171,5.979,9.028,3.737,NA,1,2018,MOKWA,12779
TMS13F1400P0001,5.897,5.954,11.389,3.846,4,1,2018,MOKWA,9936
TMS13F1461P0002,4.913,8.895,7.656,4.41,5,1.5,2018,MOKWA,11689
TMS13F2061P0005,5.083,5.814,9.306,4.107,3,0.9,2018,MOKWA,10276
TMS13F2207P0001,8.278,6.811,8.958,3.957,5,0.9,2018,MOKWA,12634
TMS14F1001P0004,4.271,5.946,7.986,3.86,3,1,2018,MOKWA,10561
TMS14F1013P0007,5.991,6.012,8.611,3.634,3,1,2018,MOKWA,9523
TMS14F1014P0016,5.769,6.026,11.562,3.668,2,1,2018,MOKWA,10223
TMS14F1014P0017,7.849,6.021,7.882,3.988,2,1,2018,MOKWA,10173
TMS14F1016P0006,4.966,6.019,9.41,4.069,13,1,2018,MOKWA,11269
TMS14F1019P0015,7.16,6.029,8.194,3.634,3,1,2018,MOKWA,11529
TMS14F1022P0003,6.502,6.035,10.799,3.716,2,1,2018,MOKWA,10660
TMS14F1022P0006,7.656,5.986,6.354,4.182,8,1,2018,MOKWA,12806
TMS14F1035P0004,9.9,7.717,9.062,6.091,5,1.4,2018,MOKWA,12932
TMS14F1035P0007,8.344,7.359,5.854,4.483,5,1.1,2018,MOKWA,10891
TMS14F1036P0007,5.219,5.448,8.257,6.195,5,1.1,2018,MOKWA,10008
TMS14F1049P0001,4.428,3.569,5,5.409,6,0.9,2018,MOKWA,10592
TMS14F1098P0013,3.917,5.814,7.847,4.107,4,0.9,2018,MOKWA,11532
TMS14F1120P0003,3.047,2.67,9.34,7.02,4,1,2018,MOKWA,10060
TMS14F1125P0010,6.433,5.814,10.069,4.107,3,0.9,2018,MOKWA,10855
TMS14F1131P0001,4.404,5.485,6.25,4.626,3,1,2018,MOKWA,10573
TMS14F1146P0002,4.249,5.828,6.146,4.583,NA,1.1,2018,MOKWA,10645
TMS14F1159P0003,8.324,5.879,10.556,3.793,3,1.1,2018,MOKWA,9878
TMS14F1194P0002,6.142,4.066,11.042,4.811,NA,0.9,2018,MOKWA,11299
TMS14F1195P0004,8.388,4.85,8.646,4.318,2,1,2018,MOKWA,10657
TMS14F1195P0005,3.603,5.443,10.729,5.444,4,0.9,2018,MOKWA,10320
TMS14F1196P0003,10.041,4.61,9.896,5.09,2,0.9,2018,MOKWA,10276
TMS14F1208P0007,5.377,2.624,8.958,5.283,6,0.8,2018,MOKWA,9351
TMS14F1223P0007,6.413,5.814,8.646,4.107,3,0.9,2018,MOKWA,10218
TMS14F1224P0004,3.071,0,5.99,5.966,2,0.6,2018,MOKWA,10673
TMS14F1262P0002,2.994,3.967,8.618,7.807,4,1.2,2018,MOKWA,9524
TMS14F1278P0003,6.242,5.186,9.792,5.325,2,1,2018,MOKWA,10285
TMS14F1285P0006,8.174,7.379,6.91,3.796,2,1.2,2018,MOKWA,11588
TMS14F1285P0017,9.972,6.632,10.972,3.719,NA,1.1,2018,MOKWA,11933
TMS14F1287P0008,15.641,8.136,13.333,3.906,7,1.3,2018,MOKWA,11164
TMS14F1288P0008,6.461,5.804,6.719,3.712,1,0.8,2018,MOKWA,10346
TMS14F1291P0003,10.291,3.286,8.681,4.45,NA,0.7,2018,MOKWA,10966
TMS14F1291P0011,7.148,5.959,9.625,3.763,NA,1,2018,MOKWA,10601
TMS14F1291P0012,9.545,8.231,9.635,9.8,6,2,2018,MOKWA,11512
TMS14F1292P0012,6.52,5.461,12.361,3.395,3,0.8,2018,MOKWA,10410
TMS14F1295P0012,5.714,3.883,9.965,5.246,1,0.8,2018,MOKWA,9592
TMS14F1297P0019,5.531,9.535,13.646,5.634,4,1.6,2018,MOKWA,10416
TMS14F1299P0007,6.868,3.961,8.819,4.765,4,0.8,2018,MOKWA,10588
TMS14F1300P0002,6.709,4.996,7.865,6.347,NA,1,2018,MOKWA,10443
TMS14F1300P0008,4.814,3.661,10.104,4.79,4,0.8,2018,MOKWA,10286
TMS14F1301P0004,5.157,6.61,8.125,3.439,NA,0.8,2018,MOKWA,9902
TMS14F1301P0013,5.814,7.139,7.014,3.951,8,1,2018,MOKWA,9575
TMS14F1303P0012,6.791,5.901,8.681,3.834,8,1.1,2018,MOKWA,9861
TMS14F1306P0008,6.91,6.377,8.924,3.932,7,0.9,2018,MOKWA,10244
TMS14F1306P0015,6.474,7.114,9.688,4.102,3,1.1,2018,MOKWA,10078
TMS14F1306P0020,4.503,5.666,6.667,4.602,3,1,2018,MOKWA,10451
TMS14F1310P0004,5.573,4.217,8.438,5.218,5,0.9,2018,MOKWA,9273
TMS14F1310P0015,10.689,5.49,10.278,4.504,NA,0.9,2018,MOKWA,9280
TMS14F1311P0002,6.219,4.36,8.993,4.6,5,0.8,2018,MOKWA,8860
TMS14F1312P0003,5.071,4.36,11.701,4.6,4,0.8,2018,MOKWA,5401
IITA-TMS-IBA000070,4.433,4.737,7,4.573,1,0.7,2019,MOKWA,12227
IITA-TMS-IBA30572,NA,2.793,NA,8.979,NA,1.5,2019,MOKWA,9141
IITA-TMS-IBA980581,NA,7.224,NA,5.701,NA,1.1,2019,MOKWA,10073
IITA-TMS-IBA982101,NA,4.979,NA,6.356,NA,1.1,2019,MOKWA,9484
TMEB419,NA,9.684,NA,4.275,NA,1.4,2019,MOKWA,10314
TMS13F1021P0008,NA,6.836,NA,4.216,NA,0.9,2019,MOKWA,11206
TMS13F1049P0001,NA,5.787,NA,3.141,NA,0.9,2019,MOKWA,10322
TMS13F1114P0001,NA,8.6,NA,4.375,NA,1.4,2019,MOKWA,10138
TMS13F1126P0003,NA,3.742,NA,4.029,NA,0.8,2019,MOKWA,9611
TMS13F1182P0002,NA,5.18,NA,4.8,NA,1.1,2019,MOKWA,11409
TMS13F1304P0003,NA,6.583,NA,3.767,NA,0.9,2019,MOKWA,13306
TMS13F1315P0008,NA,5.102,NA,4.768,NA,0.9,2019,MOKWA,9908
TMS13F1376P0018,NA,5.97,NA,3.811,NA,1,2019,MOKWA,12779
TMS13F1400P0001,NA,5.996,NA,3.939,NA,1,2019,MOKWA,9936
TMS13F1461P0002,NA,8.6,NA,4.375,NA,1.4,2019,MOKWA,11689
TMS13F2061P0005,NA,5.925,NA,4.185,NA,0.8,2019,MOKWA,10276
TMS13F2207P0001,NA,6.954,NA,4.023,NA,0.9,2019,MOKWA,12634
TMS14F1001P0004,NA,5.999,NA,3.958,NA,1,2019,MOKWA,10561
TMS14F1013P0007,NA,5.878,NA,3.672,NA,1,2019,MOKWA,9523
TMS14F1014P0016,NA,5.995,NA,3.741,NA,1,2019,MOKWA,10223
TMS14F1014P0017,NA,6.034,NA,4.07,NA,1,2019,MOKWA,10173
TMS14F1016P0006,NA,6.032,NA,4.148,NA,1,2019,MOKWA,11269
TMS14F1019P0015,NA,5.853,NA,3.662,NA,1,2019,MOKWA,11529
TMS14F1022P0003,NA,5.978,NA,3.791,NA,1,2019,MOKWA,10660
TMS14F1022P0006,NA,6.081,NA,4.303,NA,1,2019,MOKWA,12806
TMS14F1035P0004,NA,7.752,NA,6.042,NA,1.3,2019,MOKWA,12932
TMS14F1035P0007,NA,7.331,NA,4.407,NA,1.1,2019,MOKWA,10891
TMS14F1036P0007,NA,5.302,NA,6.101,NA,1,2019,MOKWA,10008
TMS14F1049P0001,NA,3.322,NA,5.299,NA,0.8,2019,MOKWA,10592
TMS14F1098P0013,NA,5.93,NA,4.176,NA,0.8,2019,MOKWA,11532
TMS14F1120P0003,NA,2.289,NA,6.907,NA,0.9,2019,MOKWA,10060
TMS14F1125P0010,NA,5.928,NA,4.18,NA,0.8,2019,MOKWA,10855
TMS14F1131P0001,NA,5.103,NA,4.536,NA,0.9,2019,MOKWA,10573
TMS14F1146P0002,NA,5.504,NA,4.484,NA,1,2019,MOKWA,10645
TMS14F1159P0003,NA,5.518,NA,3.767,NA,1,2019,MOKWA,9878
TMS14F1194P0002,NA,3.829,NA,4.759,NA,0.8,2019,MOKWA,11299
TMS14F1195P0004,NA,4.946,NA,4.364,NA,0.9,2019,MOKWA,10657
TMS14F1195P0005,NA,5.375,NA,5.341,NA,0.9,2019,MOKWA,10320
TMS14F1196P0003,NA,4.802,NA,5.16,NA,0.8,2019,MOKWA,10276
TMS14F1208P0007,NA,2.439,NA,5.241,NA,0.8,2019,MOKWA,9351
TMS14F1223P0007,NA,5.933,NA,4.169,NA,0.8,2019,MOKWA,10218
TMS14F1224P0004,NA,0.001,NA,5.552,NA,0.6,2019,MOKWA,10673
TMS14F1262P0002,NA,3.724,NA,7.647,NA,1.1,2019,MOKWA,9524
TMS14F1278P0003,NA,4.784,NA,5.158,NA,0.9,2019,MOKWA,10285
TMS14F1285P0006,NA,7.013,NA,3.727,NA,1.2,2019,MOKWA,11588
TMS14F1285P0017,NA,6.356,NA,3.711,NA,1,2019,MOKWA,11933
TMS14F1287P0008,NA,7.822,NA,3.894,NA,1.2,2019,MOKWA,11164
TMS14F1288P0008,NA,5.988,NA,3.851,NA,0.8,2019,MOKWA,10346
TMS14F1291P0003,NA,3.217,NA,4.508,NA,0.7,2019,MOKWA,10966
TMS14F1291P0011,NA,5.974,NA,3.855,NA,1,2019,MOKWA,10601
TMS14F1291P0012,NA,9.015,NA,9.489,NA,1.7,2019,MOKWA,11512
TMS14F1292P0012,NA,5.624,NA,3.449,NA,0.7,2019,MOKWA,10410
TMS14F1295P0012,NA,3.82,NA,5.187,NA,0.7,2019,MOKWA,9592
TMS14F1297P0019,NA,9.712,NA,5.597,NA,1.4,2019,MOKWA,10416
TMS14F1299P0007,NA,3.76,NA,4.693,NA,0.7,2019,MOKWA,10588
TMS14F1300P0002,NA,4.994,NA,6.309,NA,1,2019,MOKWA,10443
TMS14F1300P0008,NA,3.596,NA,4.922,NA,0.8,2019,MOKWA,10286
TMS14F1301P0004,NA,6.764,NA,3.481,NA,0.8,2019,MOKWA,9902
TMS14F1301P0013,NA,7.366,NA,4.017,NA,1,2019,MOKWA,9575
TMS14F1303P0012,NA,5.548,NA,3.807,NA,1,2019,MOKWA,9861
TMS14F1306P0008,NA,6.682,NA,4.072,NA,0.9,2019,MOKWA,10244
TMS14F1306P0015,NA,6.822,NA,4.019,NA,1.1,2019,MOKWA,10078
TMS14F1306P0020,NA,5.487,NA,4.617,NA,1,2019,MOKWA,10451
TMS14F1310P0004,NA,3.95,NA,5.208,NA,0.9,2019,MOKWA,9273
TMS14F1310P0015,NA,5.718,NA,4.586,NA,0.9,2019,MOKWA,9280
TMS14F1311P0002,NA,4.445,NA,4.643,NA,0.8,2019,MOKWA,8860
TMS14F1312P0003,NA,4.445,NA,4.643,NA,0.8,2019,MOKWA,5401
IITA-TMS-IBA000070,8.146,4.648,4.542,2.128,5,0.3,2018,UYON1801CS,12227
IITA-TMS-IBA30572,3.831,3.473,2.76,3.927,3,0.6,2018,UYON1801CS,9141
IITA-TMS-IBA980581,6.387,6.355,3.715,2.639,4,0.5,2018,UYON1801CS,10073
IITA-TMS-IBA982101,7.93,4.689,5.573,2.932,3,0.4,2018,UYON1801CS,9484
TMEB419,6.076,6.944,3.993,2.037,3,0.6,2018,UYON1801CS,10314
TMS13F1021P0008,3.896,6.171,3.75,2.152,4,0.4,2018,UYON1801CS,11206
TMS13F1049P0001,7.059,3.169,4.028,1.361,1,0.4,2018,UYON1801CS,10322
TMS13F1114P0001,4.295,5.999,3.125,2.019,4,0.6,2018,UYON1801CS,10138
TMS13F1126P0003,7.184,2.807,3.403,1.814,3,0.3,2018,UYON1801CS,9611
TMS13F1182P0002,4.644,3.545,4.688,2.092,5,0.5,2018,UYON1801CS,11409
TMS13F1304P0003,5.57,5.242,3.958,1.808,2,0.4,2018,UYON1801CS,13306
TMS13F1315P0008,6.235,4.47,4.514,2.298,2,0.4,2018,UYON1801CS,9908
TMS13F1376P0018,10.772,3.891,4.653,1.738,NA,0.4,2018,UYON1801CS,12779
TMS13F1400P0001,7.081,4.043,6.458,1.817,4,0.4,2018,UYON1801CS,9936
TMS13F1461P0002,6.315,5.999,4.236,2.019,5,0.6,2018,UYON1801CS,11689
TMS13F2061P0005,6.893,5.497,4.948,2.071,3,0.3,2018,UYON1801CS,10276
TMS13F2207P0001,6.576,6.097,4.444,2.03,5,0.4,2018,UYON1801CS,12634
TMS14F1001P0004,4.156,4.058,2.969,1.828,3,0.4,2018,UYON1801CS,10561
TMS14F1013P0007,4.578,3.725,5.417,1.66,3,0.4,2018,UYON1801CS,9523
TMS14F1014P0016,5.005,3.789,4.01,1.685,2,0.4,2018,UYON1801CS,10223
TMS14F1014P0017,6.759,4.198,4.306,1.891,2,0.4,2018,UYON1801CS,10173
TMS14F1016P0006,6.57,4.301,3.75,1.947,13,0.4,2018,UYON1801CS,11269
TMS14F1019P0015,6.015,3.71,3.698,1.658,3,0.4,2018,UYON1801CS,11529
TMS14F1022P0003,6.968,3.871,2.917,1.722,2,0.4,2018,UYON1801CS,10660
TMS14F1022P0006,5.721,4.487,2.569,2.04,8,0.4,2018,UYON1801CS,12806
TMS14F1035P0004,6.234,6.42,2.847,2.869,5,0.6,2018,UYON1801CS,12932
TMS14F1035P0007,4.41,6.113,3.125,2.187,5,0.4,2018,UYON1801CS,10891
TMS14F1036P0007,6.534,5.118,3.333,3.028,5,0.4,2018,UYON1801CS,10008
TMS14F1049P0001,3.359,3.035,2.569,2.366,6,0.4,2018,UYON1801CS,10592
TMS14F1098P0013,5.043,5.335,5.66,2.035,4,0.3,2018,UYON1801CS,11532
TMS14F1120P0003,4.506,2.53,3.681,3.013,4,0.4,2018,UYON1801CS,10060
TMS14F1125P0010,7.74,5.417,4.653,2.053,3,0.3,2018,UYON1801CS,10855
TMS14F1131P0001,6.564,3.892,3.229,2.086,3,0.4,2018,UYON1801CS,10573
TMS14F1146P0002,7.34,4.011,4.097,2.041,NA,0.4,2018,UYON1801CS,10645
TMS14F1159P0003,7.989,3.385,4.688,1.645,3,0.4,2018,UYON1801CS,9878
TMS14F1194P0002,7.103,3.108,3.785,2.145,NA,0.3,2018,UYON1801CS,11299
TMS14F1195P0004,6.329,3.605,3.264,1.948,2,0.4,2018,UYON1801CS,10657
TMS14F1195P0005,5.451,5.424,2.917,2.765,4,0.4,2018,UYON1801CS,10320
TMS14F1196P0003,5.316,4.464,3.229,2.382,2,0.3,2018,UYON1801CS,10276
TMS14F1208P0007,6.379,2.322,2.222,2.359,6,0.3,2018,UYON1801CS,9351
TMS14F1223P0007,6.143,5.212,2.969,2.007,3,0.3,2018,UYON1801CS,10218
TMS14F1224P0004,4.549,2.563,2.049,4.813,2,0.3,2018,UYON1801CS,10673
TMS14F1262P0002,5.773,4.12,2.778,3.456,4,0.5,2018,UYON1801CS,9524
TMS14F1278P0003,8.525,4.1,3.854,2.372,2,0.4,2018,UYON1801CS,10285
TMS14F1285P0006,8.452,4.523,3.785,1.696,2,0.5,2018,UYON1801CS,11588
TMS14F1285P0017,7.416,4.016,3.056,1.692,NA,0.4,2018,UYON1801CS,11933
TMS14F1287P0008,8.619,5.179,5.903,1.791,7,0.5,2018,UYON1801CS,11164
TMS14F1288P0008,2.441,5.581,2.969,1.936,1,0.3,2018,UYON1801CS,10346
TMS14F1291P0003,5.557,2.606,3.49,2.017,NA,0.3,2018,UYON1801CS,10966
TMS14F1291P0011,4.542,3.942,2.569,1.765,NA,0.4,2018,UYON1801CS,10601
TMS14F1291P0012,6.043,12.356,3.681,5.234,6,0.8,2018,UYON1801CS,11512
TMS14F1292P0012,5.662,4.31,7.431,1.606,3,0.3,2018,UYON1801CS,10410
TMS14F1295P0012,5.261,3.231,3.333,2.353,1,0.3,2018,UYON1801CS,9592
TMS14F1297P0019,4.801,7.518,4.236,2.685,4,0.6,2018,UYON1801CS,10416
TMS14F1299P0007,6.183,2.905,4.549,2.086,4,0.3,2018,UYON1801CS,10588
TMS14F1300P0002,6.724,4.294,3.75,2.899,NA,0.4,2018,UYON1801CS,10443
TMS14F1300P0008,5.87,2.933,3.681,2.213,4,0.3,2018,UYON1801CS,10286
TMS14F1301P0004,8.143,5.038,5.972,1.634,NA,0.3,2018,UYON1801CS,9902
TMS14F1301P0013,11.954,5.85,5,1.922,8,0.4,2018,UYON1801CS,9575
TMS14F1303P0012,5.445,3.484,4.062,1.675,8,0.4,2018,UYON1801CS,9861
TMS14F1306P0008,8.528,5.727,5.833,2.013,7,0.4,2018,UYON1801CS,10244
TMS14F1306P0015,5.368,4.87,3.889,1.888,3,0.5,2018,UYON1801CS,10078
TMS14F1306P0020,5.9,3.963,3.056,2.092,3,0.4,2018,UYON1801CS,10451
TMS14F1310P0004,4.315,3.185,2.222,2.332,5,0.4,2018,UYON1801CS,9273
TMS14F1310P0015,7.757,4.966,4.167,2.124,NA,0.4,2018,UYON1801CS,9280
TMS14F1311P0002,2.276,3.956,3.299,2.09,5,0.3,2018,UYON1801CS,8860
TMS14F1312P0003,3.433,3.956,3.264,2.089,4,0.3,2018,UYON1801CS,5401
IITA-TMS-IBA000070,24.227,3.959,7.229,4.227,5,0.5,2018,OTOBI,12227
IITA-TMS-IBA30572,19.723,2.854,9.839,8.507,3,1.2,2018,OTOBI,9141
IITA-TMS-IBA980581,22.444,7.17,11.656,5.515,4,0.8,2018,OTOBI,10073
IITA-TMS-IBA982101,26.118,4.356,12.986,5.971,3,0.9,2018,OTOBI,9484
TMEB419,14.302,8.829,10.094,4.089,3,1.1,2018,OTOBI,10314
TMS13F1021P0008,24.571,6.692,10.278,4.046,4,0.7,2018,OTOBI,11206
TMS13F1049P0001,19.085,4.499,7.979,2.799,4,0.7,2018,OTOBI,10322
TMS13F1114P0001,17.262,7.892,7.115,4.202,3,1.1,2018,OTOBI,10138
TMS13F1126P0003,17.05,3.251,11.347,3.813,5,0.5,2018,OTOBI,9611
TMS13F1182P0002,23.086,4.381,6.812,4.503,2,0.8,2018,OTOBI,11409
TMS13F1304P0003,21.126,6.274,9.854,3.625,2,0.6,2018,OTOBI,13306
TMS13F1315P0008,20.475,5.344,3.958,4.594,NA,0.7,2018,OTOBI,9908
TMS13F1376P0018,13.816,5.174,6.354,3.281,4,0.7,2018,OTOBI,12779
TMS13F1400P0001,16.511,5.284,9.417,3.373,5,0.7,2018,OTOBI,9936
TMS13F1461P0002,29.042,7.892,11.583,4.202,3,1.1,2018,OTOBI,11689
TMS13F2061P0005,30.12,5.577,9.854,3.95,5,0.6,2018,OTOBI,10276
