Clone,HWAMM,HWAMS,CWAMM,CWAMS,LAIXM,LAIXS,Year,Location,MeanROOT
TMS13F2207P0001,20.598,6.671,8.156,3.845,3,0.7,2018,OTOBI,12634
TMS14F1001P0004,13.512,5.304,4.875,3.391,2,0.7,2018,OTOBI,10561
TMS14F1013P0007,17.763,5.05,7.25,3.2,2,0.7,2018,OTOBI,9523
TMS14F1014P0016,26.472,5.092,8.944,3.216,13,0.7,2018,OTOBI,10223
TMS14F1014P0017,25.545,5.386,8.781,3.446,2,0.7,2018,OTOBI,10173
TMS14F1016P0006,21.946,5.47,9.646,3.51,8,0.7,2018,OTOBI,11269
TMS14F1019P0015,22.524,5.061,4.646,3.21,5,0.7,2018,OTOBI,11529
TMS14F1022P0003,23.534,5.143,9.694,3.247,5,0.7,2018,OTOBI,10660
TMS14F1022P0006,22.417,5.593,8.99,3.605,6,0.7,2018,OTOBI,12806
TMS14F1035P0004,20.389,6.79,7.906,5.559,4,0.9,2018,OTOBI,12932
TMS14F1035P0007,20.085,7.296,10.073,4.273,4,0.8,2018,OTOBI,10891
TMS14F1036P0007,22.87,5.73,7.208,5.751,NA,0.8,2018,OTOBI,10008
TMS14F1049P0001,28.069,2.394,8.198,4.981,NA,0.6,2018,OTOBI,10592
TMS14F1098P0013,23.352,5.577,9.792,3.95,2,0.6,2018,OTOBI,11532
TMS14F1120P0003,17.844,1.294,9.938,6.529,4,0.6,2018,OTOBI,10060
TMS14F1125P0010,20.375,5.577,4.271,3.95,2,0.6,2018,OTOBI,10855
TMS14F1131P0001,23.358,4.606,8.156,4.312,6,0.7,2018,OTOBI,10573
TMS14F1146P0002,16.282,4.98,4.785,4.295,3,0.8,2018,OTOBI,10645
TMS14F1159P0003,11.289,4.8,3.062,3.499,2,0.8,2018,OTOBI,9878
TMS14F1194P0002,24.421,3.219,10.278,4.454,4,0.6,2018,OTOBI,11299
TMS14F1195P0004,26.517,4.354,9.521,4.003,2,0.7,2018,OTOBI,10657
TMS14F1195P0005,16.892,6.125,3.938,5.13,2,0.7,2018,OTOBI,10320
TMS14F1196P0003,18.09,4.518,6.271,4.929,NA,0.6,2018,OTOBI,10276
TMS14F1208P0007,17.717,2.006,7.167,5,1,0.6,2018,OTOBI,9351
TMS14F1223P0007,9.585,5.577,3.458,3.95,NA,0.6,2018,OTOBI,10218
TMS14F1224P0004,15.542,0.002,9.271,1.642,6,0.2,2018,OTOBI,10673
TMS14F1262P0002,12.403,2.586,8.646,7.255,4,0.8,2018,OTOBI,9524
TMS14F1278P0003,16.629,4.145,8.542,4.833,4,0.6,2018,OTOBI,10285
TMS14F1285P0006,27.134,6.214,7.521,3.53,NA,0.9,2018,OTOBI,11588
TMS14F1285P0017,28.726,5.535,14.312,3.429,4,0.8,2018,OTOBI,11933
TMS14F1287P0008,22.167,6.699,9.417,3.609,NA,0.9,2018,OTOBI,11164
TMS14F1288P0008,26.625,5.494,10.521,3.544,8,0.6,2018,OTOBI,10346
TMS14F1291P0003,19.679,2.803,10.16,3.913,8,0.5,2018,OTOBI,10966
TMS14F1291P0011,19.012,5.215,6.25,3.312,7,0.7,2018,OTOBI,10601
TMS14F1291P0012,21.596,9.978,8.333,9.524,3,1.5,2018,OTOBI,11512
TMS14F1292P0012,18.174,5.222,10.819,3.295,3,0.5,2018,OTOBI,10410
TMS14F1295P0012,18.895,2.999,6.75,4.63,5,0.5,2018,OTOBI,9592
TMS14F1297P0019,13.86,8.579,8.667,5.23,5,1.1,2018,OTOBI,10416
TMS14F1299P0007,16.047,2.855,12.569,4.243,4,0.5,2018,OTOBI,10588
TMS14F1300P0002,NA,3.972,NA,5.576,NA,0.7,2018,OTOBI,10443
TMS14F1300P0008,NA,3.467,NA,4.104,NA,0.6,2018,OTOBI,10286
TMS14F1301P0004,NA,6.137,NA,3.282,NA,0.6,2018,OTOBI,9902
TMS14F1301P0013,NA,6.986,NA,3.876,NA,0.7,2018,OTOBI,9575
TMS14F1303P0012,NA,4.917,NA,3.541,NA,0.8,2018,OTOBI,9861
TMS14F1306P0008,NA,6.279,NA,3.837,NA,0.7,2018,OTOBI,10244
TMS14F1306P0015,NA,6.297,NA,3.859,NA,0.8,2018,OTOBI,10078
TMS14F1306P0020,NA,4.502,NA,4.229,NA,0.8,2018,OTOBI,10451
TMS14F1310P0004,NA,3.27,NA,4.958,NA,0.7,2018,OTOBI,9273
TMS14F1310P0015,NA,5.392,NA,4.389,NA,0.6,2018,OTOBI,9280
TMS14F1311P0002,NA,4.149,NA,4.435,NA,0.5,2018,OTOBI,8860
TMS14F1312P0003,NA,4.149,NA,4.435,NA,0.5,2018,OTOBI,5401
IITA-TMS-IBA000070,7.102,10.517,3.188,5.174,5,0.8,2019,UBIAJA,12227
IITA-TMS-IBA30572,10.791,7.52,4.917,9.714,4,1.6,2019,UBIAJA,9141
IITA-TMS-IBA980581,4.032,13.781,3.521,6.34,1,1.2,2019,UBIAJA,10073
IITA-TMS-IBA982101,7.087,10.736,2.198,7.113,2,1.1,2019,UBIAJA,9484
TMEB419,7.569,16.087,2.771,4.984,NA,1.6,2019,UBIAJA,10314
TMS13F1021P0008,5.057,13.387,1.958,5.07,2,1,2019,UBIAJA,11206
TMS13F1049P0001,8.273,8.371,6.833,3.429,3,1,2019,UBIAJA,10322
TMS13F1114P0001,7.383,13.983,2.396,4.955,NA,1.5,2019,UBIAJA,10138
TMS13F1126P0003,NA,7.207,NA,4.599,NA,0.8,2019,UBIAJA,9611
TMS13F1182P0002,NA,8.708,NA,5.205,NA,1.2,2019,UBIAJA,11409
TMS13F1304P0003,NA,11.798,NA,4.282,NA,0.9,2019,UBIAJA,13306
TMS13F1315P0008,NA,10.445,NA,5.86,NA,1,2019,UBIAJA,9908
TMS13F1376P0018,NA,9.853,NA,4.446,NA,1,2019,UBIAJA,12779
TMS13F1400P0001,NA,10.038,NA,4.637,NA,1,2019,UBIAJA,9936
TMS13F1461P0002,NA,13.983,NA,4.955,NA,1.5,2019,UBIAJA,11689
TMS13F2061P0005,NA,12.24,NA,5.01,NA,0.9,2019,UBIAJA,10276
TMS13F2207P0001,NA,12.991,NA,4.765,NA,1,2019,UBIAJA,12634
TMS14F1001P0004,NA,10.107,NA,4.664,NA,1,2019,UBIAJA,10561
TMS14F1013P0007,NA,9.393,NA,4.209,NA,1,2019,UBIAJA,9523
TMS14F1014P0016,NA,9.552,NA,4.291,NA,1,2019,UBIAJA,10223
TMS14F1014P0017,NA,10.291,NA,4.821,NA,1,2019,UBIAJA,10173
TMS14F1016P0006,NA,10.395,NA,4.954,NA,1,2019,UBIAJA,11269
TMS14F1019P0015,NA,9.379,NA,4.197,NA,1,2019,UBIAJA,11529
TMS14F1022P0003,NA,9.733,NA,4.394,NA,1,2019,UBIAJA,10660
TMS14F1022P0006,NA,10.746,NA,5.197,NA,1,2019,UBIAJA,12806
TMS14F1035P0004,NA,14.317,NA,7.131,NA,1.6,2019,UBIAJA,12932
TMS14F1035P0007,NA,13.636,NA,5.503,NA,1.1,2019,UBIAJA,10891
TMS14F1036P0007,NA,11.48,NA,7.482,NA,1.1,2019,UBIAJA,10008
TMS14F1049P0001,NA,7.538,NA,5.92,NA,1,2019,UBIAJA,10592
TMS14F1098P0013,NA,11.967,NA,4.926,NA,0.9,2019,UBIAJA,11532
TMS14F1120P0003,NA,6.296,NA,7.508,NA,1.1,2019,UBIAJA,10060
TMS14F1125P0010,NA,12.105,NA,4.97,NA,0.9,2019,UBIAJA,10855
TMS14F1131P0001,NA,9.69,NA,5.241,NA,1,2019,UBIAJA,10573
TMS14F1146P0002,NA,9.769,NA,5.153,NA,1.1,2019,UBIAJA,10645
TMS14F1159P0003,NA,8.53,NA,4.109,NA,1.1,2019,UBIAJA,9878
TMS14F1194P0002,NA,7.633,NA,5.342,NA,0.9,2019,UBIAJA,11299
TMS14F1195P0004,NA,8.994,NA,4.953,NA,1,2019,UBIAJA,10657
TMS14F1195P0005,NA,11.956,NA,6.933,NA,1,2019,UBIAJA,10320
TMS14F1196P0003,NA,9.955,NA,5.686,NA,0.9,2019,UBIAJA,10276
TMS14F1208P0007,NA,5.929,NA,5.95,NA,0.8,2019,UBIAJA,9351
TMS14F1223P0007,NA,11.759,NA,4.863,NA,0.9,2019,UBIAJA,10218
TMS14F1224P0004,NA,2.795,NA,10.413,NA,0.7,2019,UBIAJA,10673
TMS14F1262P0002,NA,9.373,NA,8.534,NA,1.4,2019,UBIAJA,9524
TMS14F1278P0003,NA,10.077,NA,5.938,NA,1.1,2019,UBIAJA,10285
TMS14F1285P0006,NA,11.11,NA,4.252,NA,1.3,2019,UBIAJA,11588
TMS14F1285P0017,NA,10.159,NA,4.217,NA,1.1,2019,UBIAJA,11933
TMS14F1287P0008,NA,12.48,NA,4.406,NA,1.3,2019,UBIAJA,11164
TMS14F1288P0008,NA,12.583,NA,4.675,NA,0.9,2019,UBIAJA,10346
TMS14F1291P0003,NA,6.672,NA,5.237,NA,0.8,2019,UBIAJA,10966
TMS14F1291P0011,NA,9.958,NA,4.517,NA,1,2019,UBIAJA,10601
TMS14F1291P0012,NA,20.27,NA,12.763,NA,2.4,2019,UBIAJA,11512
TMS14F1292P0012,NA,10.098,NA,3.893,NA,0.8,2019,UBIAJA,10410
TMS14F1295P0012,NA,8.156,NA,5.988,NA,0.9,2019,UBIAJA,9592
TMS14F1297P0019,NA,16.601,NA,6.64,NA,1.7,2019,UBIAJA,10416
TMS14F1299P0007,NA,7.426,NA,5.279,NA,0.9,2019,UBIAJA,10588
TMS14F1300P0002,NA,10.077,NA,7.276,NA,1.2,2019,UBIAJA,10443
TMS14F1300P0008,NA,7.481,NA,5.724,NA,0.9,2019,UBIAJA,10286
TMS14F1301P0004,NA,11.689,NA,3.957,NA,0.9,2019,UBIAJA,9902
TMS14F1301P0013,NA,13.059,NA,4.593,NA,1,2019,UBIAJA,9575
TMS14F1303P0012,NA,8.738,NA,4.191,NA,1.1,2019,UBIAJA,9861
TMS14F1306P0008,NA,12.782,NA,4.87,NA,0.9,2019,UBIAJA,10244
TMS14F1306P0015,NA,11.718,NA,4.753,NA,1.2,2019,UBIAJA,10078
TMS14F1306P0020,NA,9.852,NA,5.15,NA,1,2019,UBIAJA,10451
TMS14F1310P0004,NA,7.947,NA,5.817,NA,1,2019,UBIAJA,9273
TMS14F1310P0015,NA,11.091,NA,5.111,NA,0.9,2019,UBIAJA,9280
TMS14F1311P0002,NA,9.12,NA,5.092,NA,0.8,2019,UBIAJA,8860
TMS14F1312P0003,NA,9.12,NA,5.092,NA,0.8,2019,UBIAJA,5401
IITA-TMS-IBA000070,14.462,9.062,5.951,5.116,5,0.7,2018,UMUDIKE,12227
IITA-TMS-IBA30572,8.286,7.395,4.792,9.617,3,1.6,2018,UMUDIKE,9141
IITA-TMS-IBA980581,7.246,12.363,5.75,6.264,4,1.2,2018,UMUDIKE,10073
IITA-TMS-IBA982101,11.48,9.606,6.057,6.892,3,1.1,2018,UMUDIKE,9484
TMEB419,10.559,15.006,5.867,4.927,3,1.5,2018,UMUDIKE,10314
TMS13F1021P0008,12.816,11.417,5.562,4.816,4,0.9,2018,UMUDIKE,11206
TMS13F1049P0001,7.662,7.911,5.385,3.347,1,1,2018,UMUDIKE,10322
TMS13F1114P0001,9.406,13.412,6.097,4.896,4,1.5,2018,UMUDIKE,10138
TMS13F1126P0003,8.247,6.727,1.667,4.459,3,0.8,2018,UMUDIKE,9611
TMS13F1182P0002,14.105,8.44,8.264,5.163,5,1.2,2018,UMUDIKE,11409
TMS13F1304P0003,13.071,10.823,6.073,4.258,2,0.9,2018,UMUDIKE,13306
TMS13F1315P0008,9.765,10.21,5.542,5.643,2,1,2018,UMUDIKE,9908
TMS13F1376P0018,18.144,9.331,4.729,4.215,NA,1,2018,UMUDIKE,12779
TMS13F1400P0001,9.691,9.535,5.972,4.376,5,1,2018,UMUDIKE,9936
TMS13F1461P0002,11.64,13.412,5.194,4.896,3,1.5,2018,UMUDIKE,11689
TMS13F2061P0005,11.014,9.986,5.698,4.727,5,0.8,2018,UMUDIKE,10276
TMS13F2207P0001,12.16,11.503,5.368,4.596,3,0.9,2018,UMUDIKE,12634
TMS14F1001P0004,15.761,9.537,4.302,4.397,3,1,2018,UMUDIKE,10561
TMS14F1013P0007,8.363,9.02,4.167,4.044,2,1,2018,UMUDIKE,9523
TMS14F1014P0016,9.764,9.139,6.458,4.096,2,1,2018,UMUDIKE,10223
TMS14F1014P0017,10.177,9.845,4.215,4.539,13,1,2018,UMUDIKE,10173
TMS14F1016P0006,13.922,10.053,6.521,4.674,3,1,2018,UMUDIKE,11269
TMS14F1019P0015,11.612,9.002,6.5,4.04,2,1,2018,UMUDIKE,11529
TMS14F1022P0003,8.804,9.3,2.167,4.176,8,1,2018,UMUDIKE,10660
TMS14F1022P0006,13.321,10.369,3.84,4.868,5,1,2018,UMUDIKE,12806
TMS14F1035P0004,8.89,13.364,3.833,6.849,5,1.6,2018,UMUDIKE,12932
TMS14F1035P0007,17.93,12.911,8.264,5.302,5,1.1,2018,UMUDIKE,10891
TMS14F1036P0007,10.14,10.85,5.25,7.058,6,1.1,2018,UMUDIKE,10008
TMS14F1049P0001,8.26,6.481,6.125,5.793,4,0.9,2018,UMUDIKE,10592
TMS14F1098P0013,9.982,9.96,10.201,4.691,4,0.8,2018,UMUDIKE,11532
TMS14F1120P0003,13.858,5.552,5.344,7.401,3,1,2018,UMUDIKE,10060
TMS14F1125P0010,16.573,9.973,3.896,4.709,3,0.8,2018,UMUDIKE,10855
TMS14F1131P0001,11.267,8.955,4.854,5.062,NA,1,2018,UMUDIKE,10573
TMS14F1146P0002,12.048,9.406,4.854,5.022,3,1.1,2018,UMUDIKE,10645
TMS14F1159P0003,12.323,8.453,4.486,4.091,NA,1.1,2018,UMUDIKE,9878
TMS14F1194P0002,13.009,7.047,5.083,5.163,2,0.9,2018,UMUDIKE,11299
TMS14F1195P0004,15.091,8.731,5.118,4.83,4,1,2018,UMUDIKE,10657
TMS14F1195P0005,15.671,11.545,3.979,6.541,2,0.9,2018,UMUDIKE,10320
TMS14F1196P0003,11.089,8.834,3.757,5.611,6,0.8,2018,UMUDIKE,10276
TMS14F1208P0007,12.291,5.465,3.077,5.726,3,0.8,2018,UMUDIKE,9351
TMS14F1223P0007,8.205,9.939,2.5,4.664,2,0.8,2018,UMUDIKE,10218
TMS14F1224P0004,13.963,1.806,5.722,10.539,4,0.7,2018,UMUDIKE,10673
TMS14F1262P0002,10.586,8.194,3.948,8.4,2,1.3,2018,UMUDIKE,9524
TMS14F1278P0003,7.119,8.992,5.5,5.805,2,1,2018,UMUDIKE,10285
TMS14F1285P0006,15.644,10.731,4.347,4.176,NA,1.2,2018,UMUDIKE,11588
TMS14F1285P0017,7.134,9.685,4.635,4.097,7,1.1,2018,UMUDIKE,11933
TMS14F1287P0008,6.043,11.587,4.583,4.307,1,1.3,2018,UMUDIKE,11164
TMS14F1288P0008,12.474,10.005,4.156,4.396,NA,0.8,2018,UMUDIKE,10346
TMS14F1291P0003,10.902,6.358,2.542,4.965,NA,0.7,2018,UMUDIKE,10966
TMS14F1291P0011,12.67,9.383,6.125,4.267,6,1,2018,UMUDIKE,10601
TMS14F1291P0012,11.968,19.838,8.719,12.248,3,2.3,2018,UMUDIKE,11512
TMS14F1292P0012,10.475,9.172,4.438,3.856,1,0.7,2018,UMUDIKE,10410
TMS14F1295P0012,10.161,7.447,5.049,5.752,4,0.9,2018,UMUDIKE,9592
TMS14F1297P0019,9.751,15.863,4.74,6.483,4,1.7,2018,UMUDIKE,10416
TMS14F1299P0007,11.465,6.809,5.125,5.14,NA,0.8,2018,UMUDIKE,10588
TMS14F1300P0002,12.127,9.136,7.604,6.775,4,1.1,2018,UMUDIKE,10443
TMS14F1300P0008,17.391,7.075,10.375,5.368,NA,0.8,2018,UMUDIKE,10286
TMS14F1301P0004,11.459,10.593,6.552,3.887,8,0.8,2018,UMUDIKE,9902
TMS14F1301P0013,8.958,12.091,4.688,4.57,8,1,2018,UMUDIKE,9575
TMS14F1303P0012,11.755,8.66,5.885,4.162,7,1.1,2018,UMUDIKE,9861
TMS14F1306P0008,17.624,10.686,4.677,4.606,3,0.9,2018,UMUDIKE,10244
TMS14F1306P0015,11.382,11.21,4.41,4.619,3,1.1,2018,UMUDIKE,10078
TMS14F1306P0020,16.94,9.097,6.924,5.025,5,1,2018,UMUDIKE,10451
TMS14F1310P0004,12.707,7.329,4.531,5.648,NA,1,2018,UMUDIKE,9273
TMS14F1310P0015,6.898,10.079,5.569,5.082,5,0.9,2018,UMUDIKE,9280
TMS14F1311P0002,13.933,8.319,8.292,5.072,4,0.8,2018,UMUDIKE,8860
TMS14F1312P0003,NA,8.319,NA,5.072,NA,0.8,2018,UMUDIKE,5401
IITA-TMS-IBA000070,10.118,3.646,6.083,4.679,5,0.7,2019,ZARIA,12227
IITA-TMS-IBA30572,4.202,1.017,4.833,9.262,1,1.6,2019,ZARIA,9141
IITA-TMS-IBA980581,6.588,5.096,6.292,5.695,5,1.1,2019,ZARIA,10073
IITA-TMS-IBA982101,8.302,2.486,5.625,6.435,1,1.1,2019,ZARIA,9484
TMEB419,NA,8.027,NA,4.283,NA,1.5,2019,ZARIA,10314
TMS13F1021P0008,NA,4.683,NA,4.197,NA,0.9,2019,ZARIA,11206
TMS13F1049P0001,NA,4.639,NA,3.156,NA,1,2019,ZARIA,10322
TMS13F1114P0001,NA,6.917,NA,4.342,NA,1.5,2019,ZARIA,10138
TMS13F1126P0003,NA,2.702,NA,4.179,NA,0.8,2019,ZARIA,9611
TMS13F1182P0002,NA,3.871,NA,4.857,NA,1.2,2019,ZARIA,11409
TMS13F1304P0003,NA,4.619,NA,3.714,NA,0.9,2019,ZARIA,13306
TMS13F1315P0008,NA,3.684,NA,5.007,NA,1,2019,ZARIA,9908
TMS13F1376P0018,NA,4.358,NA,3.976,NA,1,2019,ZARIA,12779
TMS13F1400P0001,NA,4.336,NA,4.136,NA,1,2019,ZARIA,9936
TMS13F1461P0002,NA,6.917,NA,4.342,NA,1.5,2019,ZARIA,11689
TMS13F2061P0005,NA,4.373,NA,4.257,NA,0.8,2019,ZARIA,10276
TMS13F2207P0001,NA,4.99,NA,4.009,NA,0.9,2019,ZARIA,12634
TMS14F1001P0004,NA,4.379,NA,4.168,NA,1,2019,ZARIA,10561
TMS14F1013P0007,NA,4.384,NA,3.801,NA,1,2019,ZARIA,9523
TMS14F1014P0016,NA,4.401,NA,3.874,NA,1,2019,ZARIA,10223
TMS14F1014P0017,NA,4.293,NA,4.285,NA,1,2019,ZARIA,10173
TMS14F1016P0006,NA,4.231,NA,4.397,NA,1,2019,ZARIA,11269
TMS14F1019P0015,NA,4.392,NA,3.79,NA,1,2019,ZARIA,11529
TMS14F1022P0003,NA,4.429,NA,3.964,NA,1,2019,ZARIA,10660
TMS14F1022P0006,NA,4.383,NA,4.624,NA,1,2019,ZARIA,12806
TMS14F1035P0004,NA,5.343,NA,6.372,NA,1.5,2019,ZARIA,12932
TMS14F1035P0007,NA,5.479,NA,4.513,NA,1.1,2019,ZARIA,10891
TMS14F1036P0007,NA,3.469,NA,6.409,NA,1.1,2019,ZARIA,10008
TMS14F1049P0001,NA,1.604,NA,5.582,NA,0.9,2019,ZARIA,10592
TMS14F1098P0013,NA,4.355,NA,4.231,NA,0.8,2019,ZARIA,11532
TMS14F1120P0003,NA,0.507,NA,7.279,NA,1,2019,ZARIA,10060
TMS14F1125P0010,NA,4.364,NA,4.244,NA,0.8,2019,ZARIA,10855
TMS14F1131P0001,NA,3.668,NA,4.665,NA,1,2019,ZARIA,10573
TMS14F1146P0002,NA,4.141,NA,4.596,NA,1,2019,ZARIA,10645
TMS14F1159P0003,NA,4.368,NA,3.801,NA,1.1,2019,ZARIA,9878
TMS14F1194P0002,NA,2.399,NA,4.913,NA,0.9,2019,ZARIA,11299
TMS14F1195P0004,NA,3.65,NA,4.496,NA,1,2019,ZARIA,10657
TMS14F1195P0005,NA,3.608,NA,5.697,NA,0.9,2019,ZARIA,10320
TMS14F1196P0003,NA,2.957,NA,5.188,NA,0.8,2019,ZARIA,10276
TMS14F1208P0007,NA,1.037,NA,5.483,NA,0.8,2019,ZARIA,9351
TMS14F1223P0007,NA,4.34,NA,4.211,NA,0.8,2019,ZARIA,10218
TMS14F1224P0004,NA,0,NA,3.836,NA,0.6,2019,ZARIA,10673
TMS14F1262P0002,NA,1.362,NA,8.082,NA,1.3,2019,ZARIA,9524
TMS14F1278P0003,NA,2.955,NA,5.39,NA,1,2019,ZARIA,10285
TMS14F1285P0006,NA,5.794,NA,3.768,NA,1.2,2019,ZARIA,11588
TMS14F1285P0017,NA,4.849,NA,3.746,NA,1.1,2019,ZARIA,11933
TMS14F1287P0008,NA,5.705,NA,3.821,NA,1.3,2019,ZARIA,11164
TMS14F1288P0008,NA,4.568,NA,3.927,NA,0.8,2019,ZARIA,10346
TMS14F1291P0003,NA,1.75,NA,4.782,NA,0.7,2019,ZARIA,10966
TMS14F1291P0011,NA,4.404,NA,4.041,NA,1,2019,ZARIA,10601
TMS14F1291P0012,NA,5.862,NA,10.581,NA,2.1,2019,ZARIA,11512
TMS14F1292P0012,NA,3.994,NA,3.43,NA,0.7,2019,ZARIA,10410
TMS14F1295P0012,NA,2.126,NA,5.587,NA,0.8,2019,ZARIA,9592
TMS14F1297P0019,NA,7.313,NA,5.797,NA,1.6,2019,ZARIA,10416
TMS14F1299P0007,NA,2.237,NA,4.964,NA,0.8,2019,ZARIA,10588
TMS14F1300P0002,NA,2.933,NA,6.753,NA,1.1,2019,ZARIA,10443
TMS14F1300P0008,NA,1.933,NA,5.283,NA,0.8,2019,ZARIA,10286
TMS14F1301P0004,NA,5.15,NA,3.449,NA,0.8,2019,ZARIA,9902
TMS14F1301P0013,NA,5.263,NA,3.975,NA,1,2019,ZARIA,9575
TMS14F1303P0012,NA,4.411,NA,3.853,NA,1.1,2019,ZARIA,9861
TMS14F1306P0008,NA,4.815,NA,4.086,NA,0.9,2019,ZARIA,10244
TMS14F1306P0015,NA,5.213,NA,4.084,NA,1.1,2019,ZARIA,10078
TMS14F1306P0020,NA,3.38,NA,4.623,NA,1,2019,ZARIA,10451
TMS14F1310P0004,NA,2.345,NA,5.31,NA,0.9,2019,ZARIA,9273
TMS14F1310P0015,NA,3.721,NA,4.568,NA,0.9,2019,ZARIA,9280
TMS14F1311P0002,NA,2.865,NA,4.682,NA,0.8,2019,ZARIA,8860
TMS14F1312P0003,NA,2.865,NA,4.682,NA,0.8,2019,ZARIA,5401
